gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
553,Malawi,1964,1994,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",1000,55301000,,0.46,POWERLESS,false
553,Malawi,1964,1994,Chewa (Central),2000,55302000,,0.4,DOMINANT,
553,Malawi,1964,1994,"Northerners (Tumbuka, Tonga, Ngonde)",3000,55303000,,0.14,POWERLESS,false
553,Malawi,1995,2017,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",1000,55301000,,0.46,SENIOR PARTNER,false
553,Malawi,1995,2017,Chewa (Central),2000,55302000,,0.4,JUNIOR PARTNER,false
553,Malawi,1995,2017,"Northerners (Tumbuka, Tonga, Ngonde)",3000,55303000,,0.14,JUNIOR PARTNER,false
560,South Africa,1946,1947,Blacks,5000,56005000,,0.77,DISCRIMINATED,false
560,South Africa,1946,1947,Afrikaners,1000,56001000,,0.08,POWERLESS,false
560,South Africa,1946,1947,Coloreds,3000,56003000,,0.08,POWERLESS,false
560,South Africa,1946,1947,English Speakers,4000,56004000,,0.045,DOMINANT,
560,South Africa,1946,1947,Asians,2000,56002000,,0.02,POWERLESS,false
560,South Africa,1948,1989,Blacks,5000,56005000,,0.77,DISCRIMINATED,false
560,South Africa,1948,1989,Afrikaners,1000,56001000,,0.08,DOMINANT,
560,South Africa,1948,1989,Coloreds,3000,56003000,,0.08,DISCRIMINATED,false
560,South Africa,1948,1989,English Speakers,4000,56004000,,0.045,POWERLESS,false
560,South Africa,1948,1989,Asians,2000,56002000,,0.02,DISCRIMINATED,false
560,South Africa,1990,1994,Blacks,5000,56005000,,0.77,POWERLESS,false
560,South Africa,1990,1994,Afrikaners,1000,56001000,,0.08,DOMINANT,
560,South Africa,1990,1994,Coloreds,3000,56003000,,0.08,POWERLESS,false
560,South Africa,1990,1994,English Speakers,4000,56004000,,0.045,POWERLESS,false
560,South Africa,1990,1994,Asians,2000,56002000,,0.02,POWERLESS,false
560,South Africa,1995,2008,Zulu,5100,56005100,56005000,0.23,JUNIOR PARTNER,false
560,South Africa,1995,2008,Xhosa,5200,56005200,56005000,0.18,SENIOR PARTNER,false
560,South Africa,1995,2008,Pedi (North Sotho),5310,56005310,56005000,0.09,JUNIOR PARTNER,false
560,South Africa,1995,2008,Afrikaners,1000,56001000,,0.08,JUNIOR PARTNER,false
560,South Africa,1995,2008,Coloreds,3000,56003000,,0.08,JUNIOR PARTNER,false
560,South Africa,1995,2008,South Sotho,5320,56005320,56005000,0.08,JUNIOR PARTNER,false
560,South Africa,1995,2008,Tswana,5400,56005400,56005000,0.08,JUNIOR PARTNER,false
560,South Africa,1995,2008,English Speakers,4000,56004000,,0.045,JUNIOR PARTNER,false
560,South Africa,1995,2008,Tsonga,5500,56005500,56005000,0.04,JUNIOR PARTNER,false
560,South Africa,1995,2008,Swazi,5600,56005600,56005000,0.025,JUNIOR PARTNER,false
560,South Africa,1995,2008,Asians,2000,56002000,,0.02,JUNIOR PARTNER,false
560,South Africa,1995,2008,Venda,5700,56005700,56005000,0.02,JUNIOR PARTNER,false
560,South Africa,1995,2008,Ndebele,5800,56005800,56005000,0.015,JUNIOR PARTNER,false
560,South Africa,1995,2008,San,5900,56005900,56005000,0.0002,POWERLESS,false
560,South Africa,2009,2017,Zulu,5100,56005100,56005000,0.23,SENIOR PARTNER,false
560,South Africa,2009,2017,Xhosa,5200,56005200,56005000,0.18,JUNIOR PARTNER,false
560,South Africa,2009,2017,Pedi (North Sotho),5310,56005310,56005000,0.09,JUNIOR PARTNER,false
560,South Africa,2009,2017,Afrikaners,1000,56001000,,0.08,JUNIOR PARTNER,false
560,South Africa,2009,2017,Coloreds,3000,56003000,,0.08,JUNIOR PARTNER,false
560,South Africa,2009,2017,South Sotho,5320,56005320,56005000,0.08,JUNIOR PARTNER,false
560,South Africa,2009,2017,Tswana,5400,56005400,56005000,0.08,JUNIOR PARTNER,false
560,South Africa,2009,2017,English Speakers,4000,56004000,,0.045,JUNIOR PARTNER,false
560,South Africa,2009,2017,Tsonga,5500,56005500,56005000,0.04,JUNIOR PARTNER,false
560,South Africa,2009,2017,Swazi,5600,56005600,56005000,0.025,JUNIOR PARTNER,false
560,South Africa,2009,2017,Asians,2000,56002000,,0.02,JUNIOR PARTNER,false
560,South Africa,2009,2017,Venda,5700,56005700,56005000,0.02,JUNIOR PARTNER,false
560,South Africa,2009,2017,Ndebele,5800,56005800,56005000,0.015,JUNIOR PARTNER,false
560,South Africa,2009,2017,San,5900,56005900,56005000,0.0002,POWERLESS,false
565,Namibia,1990,2014,Ovambo,9000,56509000,,0.498,SENIOR PARTNER,false
565,Namibia,1990,2014,Kavango,6000,56506000,,0.094,JUNIOR PARTNER,false
565,Namibia,1990,2014,Whites,11000,56511000,,0.063,JUNIOR PARTNER,false
565,Namibia,1990,2014,"Herero, Mbanderu",5000,56505000,,0.06,JUNIOR PARTNER,false
565,Namibia,1990,2014,Nama,8000,56508000,,0.048,JUNIOR PARTNER,false
565,Namibia,1990,2014,Damara,4000,56504000,,0.045,JUNIOR PARTNER,false
565,Namibia,1990,2014,Coloreds,3000,56503000,,0.04,JUNIOR PARTNER,false
565,Namibia,1990,2014,Basubia,2000,56502000,,0.03,JUNIOR PARTNER,false
565,Namibia,1990,2014,Mafwe,7000,56507000,,0.03,POWERLESS,false
565,Namibia,1990,2014,San,10000,56510000,,0.03,POWERLESS,false
565,Namibia,1990,2014,Baster,1000,56501000,,0.023,POWERLESS,false
565,Namibia,1990,2014,Himba,12000,56512000,,0.01,POWERLESS,false
565,Namibia,2015,2017,Ovambo,9000,56509000,,0.498,SENIOR PARTNER,false
565,Namibia,2015,2017,Kavango,6000,56506000,,0.094,JUNIOR PARTNER,false
565,Namibia,2015,2017,Whites,11000,56511000,,0.063,JUNIOR PARTNER,false
565,Namibia,2015,2017,"Herero, Mbanderu",5000,56505000,,0.06,JUNIOR PARTNER,false
565,Namibia,2015,2017,Nama,8000,56508000,,0.048,JUNIOR PARTNER,false
565,Namibia,2015,2017,Damara,4000,56504000,,0.045,SENIOR PARTNER,false
565,Namibia,2015,2017,Coloreds,3000,56503000,,0.04,JUNIOR PARTNER,false
565,Namibia,2015,2017,Basubia,2000,56502000,,0.03,JUNIOR PARTNER,false
565,Namibia,2015,2017,Mafwe,7000,56507000,,0.03,POWERLESS,false
565,Namibia,2015,2017,San,10000,56510000,,0.03,POWERLESS,false
565,Namibia,2015,2017,Baster,1000,56501000,,0.023,POWERLESS,false
565,Namibia,2015,2017,Himba,12000,56512000,,0.01,POWERLESS,false
570,Lesotho,1966,2017,Sotho,1000,57001000,,1,IRRELEVANT,
571,Botswana,1966,2017,Tswana,1000,57101000,,0.57,SENIOR PARTNER,false
571,Botswana,1966,2017,Kalanga,2000,57102000,,0.08,JUNIOR PARTNER,false
571,Botswana,1966,2017,Kgalagadi,3000,57103000,,0.02,POWERLESS,false
571,Botswana,1966,2017,San,11000,57111000,,0.02,POWERLESS,false
571,Botswana,1966,2017,Herero/Mbanderu,4000,57104000,,0.017,POWERLESS,false
571,Botswana,1966,2017,White,5000,57105000,,0.015,JUNIOR PARTNER,false
571,Botswana,1966,2017,Yeyi,6000,57106000,,0.011,POWERLESS,false
571,Botswana,1966,2017,Mbukushu,7000,57107000,,0.011,POWERLESS,false
571,Botswana,1966,2017,Birwa,8000,57108000,,0.008,POWERLESS,false
571,Botswana,1966,2017,Tswapong,9000,57109000,,0.001,POWERLESS,false
572,Swaziland,1968,2017,Swazi,1000,57201000,,1,IRRELEVANT,
580,Madagascar,1960,1972,Côtiers,1000,58001000,,0.479,DOMINANT,
580,Madagascar,1960,1972,Highlanders,2000,58002000,,0.395,POWERLESS,false
580,Madagascar,1973,1975,Côtiers,1000,58001000,,0.479,JUNIOR PARTNER,false
580,Madagascar,1973,1975,Highlanders,2000,58002000,,0.395,SENIOR PARTNER,false
580,Madagascar,1976,2001,Côtiers,1000,58001000,,0.479,SENIOR PARTNER,false
580,Madagascar,1976,2001,Highlanders,2000,58002000,,0.395,JUNIOR PARTNER,false
580,Madagascar,2002,2017,Côtiers,1000,58001000,,0.479,IRRELEVANT,
580,Madagascar,2002,2017,Highlanders,2000,58002000,,0.395,IRRELEVANT,
581,Comoros,1975,1997,Ngazidja Comorans,3000,58103000,,0.505,SENIOR PARTNER,false
581,Comoros,1975,1997,Nzwani Comorans,1000,58101000,,0.443,JUNIOR PARTNER,false
581,Comoros,1975,1997,Mwali Comorans,2000,58102000,,0.052,JUNIOR PARTNER,false
581,Comoros,1998,2001,Ngazidja Comorans,3000,58103000,,0.505,DOMINANT,false
581,Comoros,1998,2001,Nzwani Comorans,1000,58101000,,0.443,SELF-EXCLUSION,true
581,Comoros,1998,2001,Mwali Comorans,2000,58102000,,0.052,SELF-EXCLUSION,true
581,Comoros,2002,2017,Ngazidja Comorans,3000,58103000,,0.505,SENIOR PARTNER,true
581,Comoros,2002,2017,Nzwani Comorans,1000,58101000,,0.443,SENIOR PARTNER,true
581,Comoros,2002,2017,Mwali Comorans,2000,58102000,,0.052,SENIOR PARTNER,true
590,Mauritius,1969,1969,Hindus,1000,59001000,,0.52,SENIOR PARTNER,false
590,Mauritius,1969,1969,Creoles,3000,59003000,,0.27,POWERLESS,false
590,Mauritius,1969,1969,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,1969,1969,Franco-Mauritians,4000,59004000,,0.02,POWERLESS,false
590,Mauritius,1970,1976,Hindus,1000,59001000,,0.52,SENIOR PARTNER,false
590,Mauritius,1970,1976,Creoles,3000,59003000,,0.27,JUNIOR PARTNER,false
590,Mauritius,1970,1976,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,1970,1976,Franco-Mauritians,4000,59004000,,0.02,JUNIOR PARTNER,false
590,Mauritius,1977,1982,Hindus,1000,59001000,,0.52,SENIOR PARTNER,false
590,Mauritius,1977,1982,Creoles,3000,59003000,,0.27,JUNIOR PARTNER,false
590,Mauritius,1977,1982,Muslims,2000,59002000,,0.16,POWERLESS,false
590,Mauritius,1977,1982,Franco-Mauritians,4000,59004000,,0.02,JUNIOR PARTNER,false
590,Mauritius,1983,1983,Hindus,1000,59001000,,0.52,SENIOR PARTNER,false
590,Mauritius,1983,1983,Black Creoles,3100,59003100,59003000,0.225,JUNIOR PARTNER,false
590,Mauritius,1983,1983,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,1983,1983,Gens-de-Couleur,3200,59003200,59003000,0.045,POWERLESS,false
590,Mauritius,1983,1983,Franco-Mauritians,4000,59004000,,0.02,JUNIOR PARTNER,false
590,Mauritius,1984,1987,Hindus,1000,59001000,,0.52,SENIOR PARTNER,false
590,Mauritius,1984,1987,Creoles,3000,59003000,,0.27,JUNIOR PARTNER,false
590,Mauritius,1984,1987,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,1984,1987,Franco-Mauritians,4000,59004000,,0.02,POWERLESS,false
590,Mauritius,1988,1991,Hindi-speaking Hindus,1100,59001100,59001000,0.4,SENIOR PARTNER,false
590,Mauritius,1988,1991,Creoles,3000,59003000,,0.27,JUNIOR PARTNER,false
590,Mauritius,1988,1991,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,1988,1991,Tamils and Telugus,1300,59001300,59001000,0.1,POWERLESS,false
590,Mauritius,1988,1991,Marathis,1200,59001200,59001000,0.02,POWERLESS,false
590,Mauritius,1988,1991,Franco-Mauritians,4000,59004000,,0.02,POWERLESS,false
590,Mauritius,1992,2005,Hindi-speaking Hindus,1100,59001100,59001000,0.4,SENIOR PARTNER,false
590,Mauritius,1992,2005,Creoles,3000,59003000,,0.27,JUNIOR PARTNER,false
590,Mauritius,1992,2005,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,1992,2005,Tamils and Telugus,1300,59001300,59001000,0.1,JUNIOR PARTNER,false
590,Mauritius,1992,2005,Marathis,1200,59001200,59001000,0.02,JUNIOR PARTNER,false
590,Mauritius,1992,2005,Franco-Mauritians,4000,59004000,,0.02,JUNIOR PARTNER,false
590,Mauritius,2006,2010,Hindi-speaking Hindus,1100,59001100,59001000,0.4,SENIOR PARTNER,false
590,Mauritius,2006,2010,Black Creoles,3100,59003100,59003000,0.225,POWERLESS,false
590,Mauritius,2006,2010,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,2006,2010,Tamils and Telugus,1300,59001300,59001000,0.1,POWERLESS,false
590,Mauritius,2006,2010,Gens-de-Couleur,3200,59003200,59003000,0.045,JUNIOR PARTNER,false
590,Mauritius,2006,2010,Marathis,1200,59001200,59001000,0.02,POWERLESS,false
590,Mauritius,2006,2010,Franco-Mauritians,4000,59004000,,0.02,JUNIOR PARTNER,false
590,Mauritius,2011,2016,Hindi-speaking Hindus,1100,59001100,59001000,0.4,SENIOR PARTNER,false
590,Mauritius,2011,2016,Creoles,3000,59003000,,0.27,JUNIOR PARTNER,false
590,Mauritius,2011,2016,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,2011,2016,Tamils and Telugus,1300,59001300,59001000,0.1,POWERLESS,false
590,Mauritius,2011,2016,Marathis,1200,59001200,59001000,0.02,POWERLESS,false
590,Mauritius,2011,2016,Franco-Mauritians,4000,59004000,,0.02,JUNIOR PARTNER,false
590,Mauritius,2017,2017,Hindi-speaking Hindus,1100,59001100,59001000,0.4,SENIOR PARTNER,false
590,Mauritius,2017,2017,Creoles,3000,59003000,,0.27,POWERLESS,false
590,Mauritius,2017,2017,Muslims,2000,59002000,,0.16,JUNIOR PARTNER,false
590,Mauritius,2017,2017,Tamils and Telugus,1300,59001300,59001000,0.1,POWERLESS,false
590,Mauritius,2017,2017,Marathis,1200,59001200,59001000,0.02,POWERLESS,false
590,Mauritius,2017,2017,Franco-Mauritians,4000,59004000,,0.02,POWERLESS,false
600,Morocco,1956,1975,Arabs,2000,60002000,,0.6,DOMINANT,
600,Morocco,1956,1975,Berbers,1000,60001000,,0.4,POWERLESS,false
600,Morocco,1976,2017,Arabs,2000,60002000,,0.592,DOMINANT,
600,Morocco,1976,2017,Berbers,1000,60001000,,0.392,POWERLESS,false
600,Morocco,1976,2017,Sahrawis,3000,60003000,,0.016,DISCRIMINATED,false
615,Algeria,1962,2017,Arabs,1000,61501000,,0.72,DOMINANT,
615,Algeria,1962,2017,Berbers,2000,61502000,,0.28,POWERLESS,false
616,Tunisia,1956,2017,Arabs,1000,61601000,,0.98,IRRELEVANT,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1951,1969,Arabs,1000,62001000,,0.843,DOMINANT,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1951,1969,Berbers,5000,62005000,,0.1,IRRELEVANT,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1951,1969,Tuareg,6000,62006000,,0.05,IRRELEVANT,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1951,1969,Toubou,2000,62002000,,0.006,IRRELEVANT,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1951,1969,Jews,4000,62004000,,0.001,DISCRIMINATED,false
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1970,2011,Arabs,1000,62001000,,0.844,MONOPOLY,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1970,2011,Berbers,5000,62005000,,0.1,DISCRIMINATED,false
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1970,2011,Tuareg,6000,62006000,,0.05,DISCRIMINATED,false
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",1970,2011,Toubou,2000,62002000,,0.006,DISCRIMINATED,false
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",2012,2017,Arabs,1000,62001000,,0.844,DOMINANT,
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",2012,2017,Berbers,5000,62005000,,0.1,POWERLESS,false
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",2012,2017,Tuareg,6000,62006000,,0.05,POWERLESS,false
620,"Libya (Tripolitania, Cyrenaica, Fezzan)",2012,2017,Toubou,2000,62002000,,0.006,POWERLESS,false
625,Sudan,1956,1971,Other Arab groups,9000,62509000,,0.25,POWERLESS,false
625,Sudan,1956,1971,Other Northern groups,10000,62510000,,0.17,POWERLESS,false
625,Sudan,1956,1971,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.15,DOMINANT,
625,Sudan,1956,1971,Dinka,4000,62504000,,0.1,POWERLESS,false
625,Sudan,1956,1971,Other Southern groups,11000,62511000,,0.09,POWERLESS,false
625,Sudan,1956,1971,Beja,3000,62503000,,0.06,POWERLESS,false
625,Sudan,1956,1971,Nuba,7000,62507000,,0.05,POWERLESS,false
625,Sudan,1956,1971,Nuer,8000,62508000,,0.05,POWERLESS,false
625,Sudan,1956,1971,Azande,1000,62501000,,0.02,POWERLESS,false
625,Sudan,1956,1971,Bari,2000,62502000,,0.02,POWERLESS,false
625,Sudan,1956,1971,Fur,5000,62505000,,0.02,POWERLESS,false
625,Sudan,1956,1971,Latoka,6000,62506000,,0.01,POWERLESS,false
625,Sudan,1956,1971,Shilluk,13000,62513000,,0.01,POWERLESS,false
625,Sudan,1956,1971,Masalit,14000,62514000,,0.01,IRRELEVANT,
625,Sudan,1956,1971,Zaghawa,15000,62515000,,0.005,IRRELEVANT,
625,Sudan,1956,1971,Rashaida,16000,62516000,,0.002,IRRELEVANT,
625,Sudan,1972,1982,Other Arab groups,9000,62509000,,0.25,POWERLESS,false
625,Sudan,1972,1982,Other Northern groups,10000,62510000,,0.17,POWERLESS,false
625,Sudan,1972,1982,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.15,DOMINANT,
625,Sudan,1972,1982,Dinka,4000,62504000,,0.1,POWERLESS,true
625,Sudan,1972,1982,Other Southern groups,11000,62511000,,0.09,POWERLESS,false
625,Sudan,1972,1982,Beja,3000,62503000,,0.06,POWERLESS,false
625,Sudan,1972,1982,Nuba,7000,62507000,,0.05,POWERLESS,false
625,Sudan,1972,1982,Nuer,8000,62508000,,0.05,POWERLESS,true
625,Sudan,1972,1982,Azande,1000,62501000,,0.02,POWERLESS,true
625,Sudan,1972,1982,Bari,2000,62502000,,0.02,POWERLESS,true
625,Sudan,1972,1982,Fur,5000,62505000,,0.02,POWERLESS,false
625,Sudan,1972,1982,Latoka,6000,62506000,,0.01,POWERLESS,true
625,Sudan,1972,1982,Shilluk,13000,62513000,,0.01,POWERLESS,true
625,Sudan,1972,1982,Masalit,14000,62514000,,0.01,IRRELEVANT,
625,Sudan,1972,1982,Zaghawa,15000,62515000,,0.005,IRRELEVANT,
625,Sudan,1972,1982,Rashaida,16000,62516000,,0.002,IRRELEVANT,
625,Sudan,1983,2002,Other Arab groups,9000,62509000,,0.25,POWERLESS,false
625,Sudan,1983,2002,Other Northern groups,10000,62510000,,0.17,POWERLESS,false
625,Sudan,1983,2002,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.15,DOMINANT,
625,Sudan,1983,2002,Dinka,4000,62504000,,0.1,POWERLESS,false
625,Sudan,1983,2002,Other Southern groups,11000,62511000,,0.09,POWERLESS,false
625,Sudan,1983,2002,Beja,3000,62503000,,0.06,POWERLESS,false
625,Sudan,1983,2002,Nuba,7000,62507000,,0.05,POWERLESS,false
625,Sudan,1983,2002,Nuer,8000,62508000,,0.05,POWERLESS,false
625,Sudan,1983,2002,Azande,1000,62501000,,0.02,POWERLESS,false
625,Sudan,1983,2002,Bari,2000,62502000,,0.02,POWERLESS,false
625,Sudan,1983,2002,Fur,5000,62505000,,0.02,POWERLESS,false
625,Sudan,1983,2002,Latoka,6000,62506000,,0.01,POWERLESS,false
625,Sudan,1983,2002,Shilluk,13000,62513000,,0.01,POWERLESS,false
625,Sudan,1983,2002,Masalit,14000,62514000,,0.01,IRRELEVANT,
625,Sudan,1983,2002,Zaghawa,15000,62515000,,0.005,IRRELEVANT,
625,Sudan,1983,2002,Rashaida,16000,62516000,,0.002,IRRELEVANT,
625,Sudan,2003,2003,Other Arab groups,9000,62509000,,0.25,POWERLESS,false
625,Sudan,2003,2003,Other Northern groups,10000,62510000,,0.17,POWERLESS,false
625,Sudan,2003,2003,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.15,DOMINANT,
625,Sudan,2003,2003,Dinka,4000,62504000,,0.1,POWERLESS,false
625,Sudan,2003,2003,Other Southern groups,11000,62511000,,0.09,POWERLESS,false
625,Sudan,2003,2003,Beja,3000,62503000,,0.06,POWERLESS,false
625,Sudan,2003,2003,Nuba,7000,62507000,,0.05,POWERLESS,false
625,Sudan,2003,2003,Nuer,8000,62508000,,0.05,POWERLESS,false
625,Sudan,2003,2003,Azande,1000,62501000,,0.02,POWERLESS,false
625,Sudan,2003,2003,Bari,2000,62502000,,0.02,POWERLESS,false
625,Sudan,2003,2003,Fur,5000,62505000,,0.02,DISCRIMINATED,false
625,Sudan,2003,2003,Latoka,6000,62506000,,0.01,POWERLESS,false
625,Sudan,2003,2003,Shilluk,13000,62513000,,0.01,POWERLESS,false
625,Sudan,2003,2003,Masalit,14000,62514000,,0.01,IRRELEVANT,
625,Sudan,2003,2003,Zaghawa,15000,62515000,,0.005,IRRELEVANT,
625,Sudan,2003,2003,Rashaida,16000,62516000,,0.002,IRRELEVANT,
625,Sudan,2004,2005,Other Arab groups,9000,62509000,,0.25,POWERLESS,false
625,Sudan,2004,2005,Other Northern groups,10000,62510000,,0.17,POWERLESS,false
625,Sudan,2004,2005,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.15,DOMINANT,
625,Sudan,2004,2005,Dinka,4000,62504000,,0.1,POWERLESS,false
625,Sudan,2004,2005,Other Southern groups,11000,62511000,,0.09,POWERLESS,false
625,Sudan,2004,2005,Beja,3000,62503000,,0.06,POWERLESS,false
625,Sudan,2004,2005,Nuba,7000,62507000,,0.05,POWERLESS,false
625,Sudan,2004,2005,Nuer,8000,62508000,,0.05,POWERLESS,false
625,Sudan,2004,2005,Azande,1000,62501000,,0.02,POWERLESS,false
625,Sudan,2004,2005,Bari,2000,62502000,,0.02,POWERLESS,false
625,Sudan,2004,2005,Fur,5000,62505000,,0.02,DISCRIMINATED,false
625,Sudan,2004,2005,Latoka,6000,62506000,,0.01,POWERLESS,false
625,Sudan,2004,2005,Shilluk,13000,62513000,,0.01,POWERLESS,false
625,Sudan,2004,2005,Masalit,14000,62514000,,0.01,DISCRIMINATED,false
625,Sudan,2004,2005,Zaghawa,15000,62515000,,0.005,DISCRIMINATED,false
625,Sudan,2004,2005,Rashaida,16000,62516000,,0.002,IRRELEVANT,
625,Sudan,2006,2011,Other Arab groups,9000,62509000,,0.25,POWERLESS,false
625,Sudan,2006,2011,Other Northern groups,10000,62510000,,0.17,POWERLESS,false
625,Sudan,2006,2011,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.15,SENIOR PARTNER,false
625,Sudan,2006,2011,Dinka,4000,62504000,,0.1,JUNIOR PARTNER,true
625,Sudan,2006,2011,Other Southern groups,11000,62511000,,0.09,POWERLESS,false
625,Sudan,2006,2011,Beja,3000,62503000,,0.06,POWERLESS,false
625,Sudan,2006,2011,Nuba,7000,62507000,,0.05,POWERLESS,false
625,Sudan,2006,2011,Nuer,8000,62508000,,0.05,POWERLESS,false
625,Sudan,2006,2011,Azande,1000,62501000,,0.02,POWERLESS,false
625,Sudan,2006,2011,Bari,2000,62502000,,0.02,POWERLESS,false
625,Sudan,2006,2011,Fur,5000,62505000,,0.02,DISCRIMINATED,false
625,Sudan,2006,2011,Latoka,6000,62506000,,0.01,POWERLESS,false
625,Sudan,2006,2011,Shilluk,13000,62513000,,0.01,POWERLESS,false
625,Sudan,2006,2011,Masalit,14000,62514000,,0.01,DISCRIMINATED,false
625,Sudan,2006,2011,Zaghawa,15000,62515000,,0.005,DISCRIMINATED,false
625,Sudan,2006,2011,Rashaida,16000,62516000,,0.002,POWERLESS,false
625,Sudan,2012,2013,Other Arab groups,9000,62509000,,0.32,POWERLESS,false
625,Sudan,2012,2013,Other Northern groups,10000,62510000,,0.22,POWERLESS,false
625,Sudan,2012,2013,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.19,DOMINANT,
625,Sudan,2012,2013,Beja,3000,62503000,,0.09,POWERLESS,false
625,Sudan,2012,2013,Nuba,7000,62507000,,0.07,DISCRIMINATED,false
625,Sudan,2012,2013,Fur,5000,62505000,,0.03,DISCRIMINATED,false
625,Sudan,2012,2013,Masalit,14000,62514000,,0.015,DISCRIMINATED,false
625,Sudan,2012,2013,Zaghawa,15000,62515000,,0.007,DISCRIMINATED,false
625,Sudan,2012,2013,Rashaida,16000,62516000,,0.003,POWERLESS,false
625,Sudan,2014,2017,Other Arab groups,9000,62509000,,0.32,POWERLESS,false
625,Sudan,2014,2017,Other Northern groups,10000,62510000,,0.22,POWERLESS,false
625,Sudan,2014,2017,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",12000,62512000,,0.19,DOMINANT,false
625,Sudan,2014,2017,Beja,3000,62503000,,0.09,POWERLESS,
625,Sudan,2014,2017,Nuba,7000,62507000,,0.07,DISCRIMINATED,false
625,Sudan,2014,2017,Fur,5000,62505000,,0.03,DISCRIMINATED,false
625,Sudan,2014,2017,Masalit,14000,62514000,,0.015,DISCRIMINATED,false
625,Sudan,2014,2017,Zaghawa,15000,62515000,,0.005,DISCRIMINATED,false
625,Sudan,2014,2017,Rashaida,16000,62516000,,0.003,POWERLESS,false
626,South Sudan,2011,2013,Dinka,4000,62604000,,0.4,SENIOR PARTNER,false
626,South Sudan,2011,2013,Nuer,8000,62608000,,0.2,JUNIOR PARTNER,false
626,South Sudan,2011,2013,Azande,1000,62601000,,0.1,POWERLESS,false
626,South Sudan,2011,2013,Toposa,18000,62618000,,0.08,POWERLESS,false
626,South Sudan,2011,2013,Shilluk,13000,62613000,,0.05,POWERLESS,false
626,South Sudan,2011,2013,Murle,17000,62617000,,0.04,DISCRIMINATED,false
626,South Sudan,2011,2013,Anyuak,19000,62619000,,0.015,POWERLESS,false
626,South Sudan,2011,2013,Mundari,20000,62620000,,0.015,POWERLESS,false
626,South Sudan,2011,2013,Bari,2000,62602000,,0.01,POWERLESS,false
626,South Sudan,2011,2013,Didinga,21000,62621000,,0.01,POWERLESS,false
626,South Sudan,2014,2017,Dinka,4000,62604000,,0.4,SENIOR PARTNER,false
626,South Sudan,2014,2017,Nuer,8000,62608000,,0.2,JUNIOR PARTNER,false
626,South Sudan,2014,2017,Azande,1000,62601000,,0.1,POWERLESS,false
626,South Sudan,2014,2017,Toposa,18000,62618000,,0.08,POWERLESS,false
626,South Sudan,2014,2017,Shilluk,13000,62613000,,0.05,POWERLESS,false
626,South Sudan,2014,2017,Murle,17000,62617000,,0.04,DISCRIMINATED,false
626,South Sudan,2014,2017,Mundari,20000,62620000,,0.015,POWERLESS,false
626,South Sudan,2014,2017,Bari,2000,62602000,,0.01,POWERLESS,false
626,South Sudan,2014,2017,Didinga,21000,62621000,,0.01,POWERLESS,false
626,South Sudan,2014,2017,Anyuak,19000,62619000,,0.0015,POWERLESS,false
630,Iran,1946,1946,Persians,9000,63009000,,0.51,DOMINANT,
